"Status","Date and Time","Response Time (ms)","Error","Location"
"up","03/28/2022 06:20:33 PM","276 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 06:19:33 PM","500 ms","OK","Portland 2 (OR)"
"up","03/28/2022 06:18:33 PM","431 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 06:17:33 PM","530 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 06:16:33 PM","549 ms","OK","Warsaw (Poland)"
"up","03/28/2022 06:15:33 PM","242 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 06:14:33 PM","484 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 06:13:33 PM","803 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 06:12:33 PM","683 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 06:11:33 PM","374 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 06:10:33 PM","260 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 06:09:33 PM","457 ms","OK","Portland 2 (OR)"
"up","03/28/2022 06:08:33 PM","444 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 06:07:33 PM","562 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 06:06:33 PM","644 ms","OK","Warsaw (Poland)"
"up","03/28/2022 06:05:33 PM","206 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 06:04:33 PM","463 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 06:03:33 PM","675 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 06:02:33 PM","694 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 06:01:33 PM","352 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 06:00:33 PM","255 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 05:59:33 PM","468 ms","OK","Portland 2 (OR)"
"up","03/28/2022 05:58:33 PM","545 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 05:57:33 PM","743 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 05:56:33 PM","590 ms","OK","Warsaw (Poland)"
"up","03/28/2022 05:55:33 PM","227 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 05:54:33 PM","443 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 05:53:33 PM","625 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 05:52:33 PM","560 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 05:51:33 PM","388 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 05:50:33 PM","216 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 05:49:33 PM","453 ms","OK","Portland 2 (OR)"
"up","03/28/2022 05:48:33 PM","490 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 05:47:33 PM","588 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 05:46:33 PM","587 ms","OK","Warsaw (Poland)"
"up","03/28/2022 05:45:33 PM","224 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 05:44:33 PM","432 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 05:43:33 PM","683 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 05:42:33 PM","617 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 05:41:33 PM","341 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 05:40:33 PM","241 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 05:39:33 PM","435 ms","OK","Portland 2 (OR)"
"up","03/28/2022 05:38:33 PM","483 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 05:37:33 PM","644 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 05:36:33 PM","571 ms","OK","Warsaw (Poland)"
"up","03/28/2022 05:35:33 PM","211 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 05:34:33 PM","528 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 05:33:33 PM","663 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 05:32:33 PM","613 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 05:31:33 PM","421 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 05:30:33 PM","137 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 05:29:33 PM","519 ms","OK","Portland 2 (OR)"
"up","03/28/2022 05:28:33 PM","481 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 05:27:33 PM","578 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 05:26:33 PM","505 ms","OK","Warsaw (Poland)"
"up","03/28/2022 05:25:33 PM","257 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 05:24:33 PM","489 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 05:23:33 PM","738 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 05:22:33 PM","919 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 05:21:33 PM","404 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 05:20:33 PM","157 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 05:19:33 PM","489 ms","OK","Portland 2 (OR)"
"up","03/28/2022 05:18:33 PM","480 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 05:17:33 PM","594 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 05:16:33 PM","568 ms","OK","Warsaw (Poland)"
"up","03/28/2022 05:15:33 PM","445 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 05:14:33 PM","521 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 05:13:33 PM","618 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 05:12:33 PM","601 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 05:11:33 PM","370 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 05:10:33 PM","266 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 05:09:33 PM","482 ms","OK","Portland 2 (OR)"
"up","03/28/2022 05:08:33 PM","415 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 05:07:33 PM","633 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 05:06:33 PM","562 ms","OK","Warsaw (Poland)"
"up","03/28/2022 05:05:33 PM","274 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 05:04:33 PM","433 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 05:03:33 PM","614 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 05:02:33 PM","696 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 05:01:33 PM","325 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 05:00:33 PM","267 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 04:59:33 PM","460 ms","OK","Portland 2 (OR)"
"up","03/28/2022 04:58:33 PM","492 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 04:57:33 PM","577 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 04:56:33 PM","515 ms","OK","Warsaw (Poland)"
"up","03/28/2022 04:55:33 PM","244 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 04:54:33 PM","479 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 04:53:33 PM","754 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 04:52:33 PM","652 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 04:51:33 PM","495 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 04:50:33 PM","113 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 04:49:33 PM","473 ms","OK","Portland 2 (OR)"
"up","03/28/2022 04:48:33 PM","503 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 04:47:33 PM","631 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 04:46:33 PM","566 ms","OK","Warsaw (Poland)"
"up","03/28/2022 04:45:33 PM","266 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 04:44:33 PM","468 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 04:43:33 PM","699 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 04:42:33 PM","692 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 04:41:33 PM","334 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 04:40:33 PM","239 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 04:39:33 PM","383 ms","OK","Portland 2 (OR)"
"up","03/28/2022 04:38:33 PM","541 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 04:37:33 PM","452 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 04:36:33 PM","511 ms","OK","Warsaw (Poland)"
"up","03/28/2022 04:35:33 PM","216 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 04:34:33 PM","374 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 04:33:33 PM","768 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 04:32:33 PM","558 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 04:31:33 PM","398 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 04:30:33 PM","216 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 04:29:33 PM","437 ms","OK","Portland 2 (OR)"
"up","03/28/2022 04:28:33 PM","546 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 04:27:33 PM","603 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 04:26:33 PM","557 ms","OK","Warsaw (Poland)"
"up","03/28/2022 04:25:33 PM","306 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 04:24:33 PM","486 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 04:23:33 PM","769 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 04:22:33 PM","693 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 04:21:33 PM","372 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 04:20:33 PM","278 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 04:19:33 PM","497 ms","OK","Portland 2 (OR)"
"up","03/28/2022 04:18:33 PM","406 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 04:17:33 PM","642 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 04:16:33 PM","534 ms","OK","Warsaw (Poland)"
"up","03/28/2022 04:15:33 PM","141 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 04:14:33 PM","452 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 04:13:33 PM","772 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 04:12:33 PM","709 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 04:11:33 PM","401 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 04:10:33 PM","238 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 04:09:33 PM","463 ms","OK","Portland 2 (OR)"
"up","03/28/2022 04:08:33 PM","523 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 04:07:33 PM","628 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 04:06:33 PM","597 ms","OK","Warsaw (Poland)"
"up","03/28/2022 04:05:33 PM","245 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 04:04:33 PM","552 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 04:03:33 PM","666 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 04:02:33 PM","661 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 04:01:33 PM","380 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 04:00:33 PM","262 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 03:59:33 PM","461 ms","OK","Portland 2 (OR)"
"up","03/28/2022 03:58:33 PM","449 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 03:57:33 PM","557 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 03:56:33 PM","559 ms","OK","Warsaw (Poland)"
"up","03/28/2022 03:55:33 PM","213 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 03:54:33 PM","515 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 03:53:33 PM","695 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 03:52:33 PM","587 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 03:51:33 PM","382 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 03:50:33 PM","258 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 03:49:33 PM","505 ms","OK","Portland 2 (OR)"
"up","03/28/2022 03:48:33 PM","466 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 03:47:33 PM","415 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 03:46:33 PM","550 ms","OK","Warsaw (Poland)"
"up","03/28/2022 03:45:33 PM","253 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 03:44:33 PM","463 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 03:43:33 PM","743 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 03:42:33 PM","635 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 03:41:33 PM","338 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 03:40:33 PM","196 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 03:39:33 PM","507 ms","OK","Portland 2 (OR)"
"up","03/28/2022 03:38:33 PM","634 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 03:37:33 PM","611 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 03:36:33 PM","563 ms","OK","Warsaw (Poland)"
"up","03/28/2022 03:35:33 PM","221 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 03:34:33 PM","469 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 03:33:33 PM","667 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 03:32:33 PM","703 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 03:31:33 PM","377 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 03:30:33 PM","319 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 03:29:33 PM","442 ms","OK","Portland 2 (OR)"
"up","03/28/2022 03:28:33 PM","499 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 03:27:33 PM","631 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 03:26:33 PM","572 ms","OK","Warsaw (Poland)"
"up","03/28/2022 03:25:33 PM","179 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 03:24:33 PM","479 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 03:23:33 PM","738 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 03:22:33 PM","610 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 03:21:33 PM","349 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 03:20:33 PM","160 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 03:19:33 PM","354 ms","OK","Portland 2 (OR)"
"up","03/28/2022 03:18:33 PM","463 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 03:17:33 PM","575 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 03:16:33 PM","532 ms","OK","Warsaw (Poland)"
"up","03/28/2022 03:15:33 PM","226 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 03:14:33 PM","417 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 03:13:33 PM","630 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 03:12:33 PM","591 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 03:11:33 PM","332 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 03:10:33 PM","208 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 03:09:33 PM","385 ms","OK","Portland 2 (OR)"
"up","03/28/2022 03:08:33 PM","490 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 03:07:33 PM","446 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 03:06:33 PM","514 ms","OK","Warsaw (Poland)"
"up","03/28/2022 03:05:33 PM","343 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 03:04:33 PM","516 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 03:03:33 PM","750 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 03:02:33 PM","562 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 03:01:33 PM","355 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 03:00:33 PM","179 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 02:59:33 PM","481 ms","OK","Portland 2 (OR)"
"up","03/28/2022 02:58:33 PM","572 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 02:57:33 PM","715 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 02:56:33 PM","588 ms","OK","Warsaw (Poland)"
"up","03/28/2022 02:55:33 PM","204 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 02:54:33 PM","355 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 02:53:33 PM","810 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 02:52:33 PM","753 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 02:51:33 PM","333 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 02:50:33 PM","247 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 02:49:33 PM","500 ms","OK","Portland 2 (OR)"
"up","03/28/2022 02:48:33 PM","490 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 02:47:33 PM","553 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 02:46:33 PM","610 ms","OK","Warsaw (Poland)"
"up","03/28/2022 02:45:33 PM","594 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 02:44:33 PM","530 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 02:43:33 PM","685 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 02:42:33 PM","692 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 02:41:33 PM","396 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 02:40:33 PM","244 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 02:39:33 PM","378 ms","OK","Portland 2 (OR)"
"up","03/28/2022 02:38:33 PM","402 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 02:37:33 PM","654 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 02:36:33 PM","588 ms","OK","Warsaw (Poland)"
"up","03/28/2022 02:35:33 PM","248 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 02:34:33 PM","527 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 02:33:33 PM","675 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 02:32:33 PM","655 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 02:31:33 PM","366 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 02:30:33 PM","232 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 02:29:33 PM","464 ms","OK","Portland 2 (OR)"
"up","03/28/2022 02:28:33 PM","511 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 02:27:33 PM","580 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 02:26:33 PM","525 ms","OK","Warsaw (Poland)"
"up","03/28/2022 02:25:33 PM","215 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 02:24:33 PM","543 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 02:23:33 PM","615 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 02:22:33 PM","546 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 02:21:33 PM","315 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 02:20:33 PM","294 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 02:19:33 PM","483 ms","OK","Portland 2 (OR)"
"up","03/28/2022 02:18:33 PM","599 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 02:17:33 PM","585 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 02:16:33 PM","612 ms","OK","Warsaw (Poland)"
"up","03/28/2022 02:15:33 PM","254 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 02:14:33 PM","518 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 02:13:33 PM","659 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 02:12:33 PM","593 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 02:11:33 PM","370 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 02:10:33 PM","211 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 02:09:33 PM","436 ms","OK","Portland 2 (OR)"
"up","03/28/2022 02:08:33 PM","448 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 02:07:33 PM","582 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 02:06:33 PM","527 ms","OK","Warsaw (Poland)"
"up","03/28/2022 02:05:33 PM","198 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 02:04:33 PM","542 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 02:03:33 PM","735 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 02:02:33 PM","599 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 02:01:33 PM","377 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 02:00:33 PM","245 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 01:59:33 PM","441 ms","OK","Portland 2 (OR)"
"up","03/28/2022 01:58:33 PM","528 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 01:57:33 PM","508 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 01:56:33 PM","497 ms","OK","Warsaw (Poland)"
"up","03/28/2022 01:55:33 PM","180 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 01:54:33 PM","407 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 01:53:33 PM","608 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 01:52:33 PM","640 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 01:51:33 PM","371 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 01:50:33 PM","258 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 01:49:33 PM","509 ms","OK","Portland 2 (OR)"
"up","03/28/2022 01:48:33 PM","401 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 01:47:33 PM","652 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 01:46:33 PM","562 ms","OK","Warsaw (Poland)"
"up","03/28/2022 01:45:33 PM","224 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 01:44:33 PM","389 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 01:43:33 PM","705 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 01:42:33 PM","632 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 01:41:33 PM","381 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 01:40:33 PM","167 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 01:39:33 PM","414 ms","OK","Portland 2 (OR)"
"up","03/28/2022 01:38:33 PM","428 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 01:37:33 PM","407 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 01:36:33 PM","529 ms","OK","Warsaw (Poland)"
"up","03/28/2022 01:35:33 PM","177 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 01:34:33 PM","405 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 01:33:33 PM","672 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 01:32:33 PM","696 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 01:31:33 PM","334 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 01:30:33 PM","304 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 01:29:33 PM","499 ms","OK","Portland 2 (OR)"
"up","03/28/2022 01:28:33 PM","460 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 01:27:33 PM","570 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 01:26:33 PM","585 ms","OK","Warsaw (Poland)"
"up","03/28/2022 01:25:33 PM","241 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 01:24:33 PM","429 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 01:23:33 PM","686 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 01:22:33 PM","714 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 01:21:33 PM","392 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 01:20:33 PM","277 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 01:19:33 PM","511 ms","OK","Portland 2 (OR)"
"up","03/28/2022 01:18:33 PM","506 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 01:17:33 PM","412 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 01:16:33 PM","587 ms","OK","Warsaw (Poland)"
"up","03/28/2022 01:15:33 PM","262 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 01:14:33 PM","506 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 01:13:33 PM","671 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 01:12:33 PM","647 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 01:11:33 PM","407 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 01:10:33 PM","264 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 01:09:33 PM","522 ms","OK","Portland 2 (OR)"
"up","03/28/2022 01:08:33 PM","504 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 01:07:33 PM","597 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 01:06:33 PM","544 ms","OK","Warsaw (Poland)"
"up","03/28/2022 01:05:33 PM","233 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 01:04:33 PM","481 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 01:03:33 PM","666 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 01:02:33 PM","558 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 01:01:33 PM","396 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 01:00:33 PM","178 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 12:59:33 PM","462 ms","OK","Portland 2 (OR)"
"up","03/28/2022 12:58:33 PM","501 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 12:57:33 PM","690 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 12:56:33 PM","659 ms","OK","Warsaw (Poland)"
"up","03/28/2022 12:55:33 PM","249 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 12:54:33 PM","501 ms","OK","San Francisco 2 (CA)"
"up","03/28/2022 12:53:33 PM","687 ms","OK","Thessaloniki (Greece)"
"up","03/28/2022 12:52:33 PM","628 ms","OK","Stockholm 2 (Sweden)"
"up","03/28/2022 12:51:33 PM","360 ms","OK","Los Angeles 3 (CA)"
"up","03/28/2022 12:50:33 PM","198 ms","OK","Philadelphia 2 (PA)"
"up","03/28/2022 12:49:33 PM","463 ms","OK","Portland 2 (OR)"
"up","03/28/2022 12:48:33 PM","495 ms","OK","Frankfurt 3 (Germany)"
"up","03/28/2022 12:47:33 PM","590 ms","OK","Dusseldorf 2 (Germany)"
"up","03/28/2022 12:46:33 PM","588 ms","OK","Warsaw (Poland)"
"up","03/28/2022 12:45:33 PM","340 ms","OK","Chicago 2 (IL)"
"up","03/28/2022 12:44:33 PM","481 ms","OK","San Francisco 2 (CA)"
